ID,Year,Month,Day,Temp,Logger,Type
543,2013,12,15,-2.1875,Pr.2,Prairie
544,2013,12,15,-2.812166667,Pr.3,Prairie
545,2013,12,15,-2.8125,Pr.5,Prairie
546,2013,12,15,-2.122666667,Pr.7,Prairie
547,2014,2,15,-0.484958333,Pr.3,Prairie
548,2014,2,15,-1.347291667,Pr.7,Prairie
549,2014,3,15,1.086,Pr.3,Prairie
550,2014,3,15,1.478416667,Pr.7,Prairie
551,2014,1,16,-0.5,Pr.2,Prairie
552,2014,1,16,0.185708333,Pr.3,Prairie
553,2014,1,16,-0.291666667,Pr.5,Prairie
554,2014,1,16,-0.153583333,Pr.7,Prairie
555,2013,12,16,-2.770833333,Pr.2,Prairie
556,2013,12,16,-3.168875,Pr.3,Prairie
557,2013,12,16,-3.395833333,Pr.5,Prairie
558,2013,12,16,-2.604708333,Pr.7,Prairie
559,2014,2,16,-0.044833333,Pr.3,Prairie
560,2014,2,16,-0.363083333,Pr.7,Prairie
561,2014,3,16,-2.624833333,Pr.3,Prairie
562,2014,3,16,-2.145375,Pr.7,Prairie
563,2014,1,17,-0.791666667,Pr.2,Prairie
564,2014,1,17,-0.505916667,Pr.3,Prairie
565,2014,1,17,-0.6875,Pr.5,Prairie
566,2014,1,17,-0.383958333,Pr.7,Prairie
567,2013,12,17,-1.041666667,Pr.2,Prairie
568,2013,12,17,-0.401125,Pr.3,Prairie
569,2013,12,17,-0.854166667,Pr.5,Prairie
570,2013,12,17,-0.551375,Pr.7,Prairie
571,2014,2,17,-0.2125,Pr.3,Prairie
572,2014,2,17,-0.739875,Pr.7,Prairie
573,2014,3,17,-1.807583333,Pr.3,Prairie
574,2014,3,17,-1.894041667,Pr.7,Prairie
575,2014,1,18,-0.895833333,Pr.2,Prairie
576,2014,1,18,-0.946041667,Pr.3,Prairie
577,2014,1,18,-0.770833333,Pr.5,Prairie
578,2014,1,18,-0.530541667,Pr.7,Prairie
579,2013,12,18,-1.354166667,Pr.2,Prairie
580,2013,12,18,-0.820291667,Pr.3,Prairie
581,2013,12,18,-1.375,Pr.5,Prairie
582,2013,12,18,-0.886625,Pr.7,Prairie
583,2014,2,18,0.227625,Pr.3,Prairie
584,2014,2,18,0.118875,Pr.7,Prairie
585,2014,3,18,2.257416667,Pr.3,Prairie
586,2014,3,18,2.000791667,Pr.7,Prairie
587,2014,1,19,-0.75,Pr.2,Prairie
588,2014,1,19,-0.023875,Pr.3,Prairie
589,2014,1,19,-0.479166667,Pr.5,Prairie
590,2014,1,19,-0.174541667,Pr.7,Prairie
591,2013,12,19,-1.020833333,Pr.2,Prairie
592,2013,12,19,-0.359208333,Pr.3,Prairie
593,2013,12,19,-0.895833333,Pr.5,Prairie
594,2013,12,19,-0.383875,Pr.7,Prairie
595,2014,2,19,0.542,Pr.3,Prairie
596,2014,2,19,0.517083333,Pr.7,Prairie
597,2014,3,19,1.862,Pr.3,Prairie
598,2014,3,19,1.835625,Pr.7,Prairie
599,2014,1,2,-1,Pr.2,Prairie
600,2014,1,2,-1.134666667,Pr.3,Prairie
601,2014,1,2,-0.958333333,Pr.5,Prairie
602,2014,1,2,-0.50975,Pr.7,Prairie
603,2013,12,2,1.666666667,Pr.2,Prairie
604,2013,12,2,2.008666667,Pr.3,Prairie
605,2013,12,2,2.125,Pr.5,Prairie
606,2013,12,2,1.85675,Pr.7,Prairie
607,2014,2,2,-0.5,Pr.2,Prairie
608,2014,2,2,-0.107708333,Pr.3,Prairie
609,2014,2,2,0,Pr.5,Prairie
610,2014,2,2,-0.111666667,Pr.7,Prairie
611,2014,3,2,-0.505916667,Pr.3,Prairie
612,2014,3,2,-2.541833333,Pr.7,Prairie
613,2014,1,20,-0.520833333,Pr.2,Prairie
614,2014,1,20,0.248583333,Pr.3,Prairie
615,2014,1,20,-0.0625,Pr.5,Prairie
616,2014,1,20,0.056,Pr.7,Prairie
617,2013,12,20,-1.125,Pr.2,Prairie
618,2013,12,20,-0.631666667,Pr.3,Prairie
619,2013,12,20,-0.875,Pr.5,Prairie
620,2013,12,20,-0.447,Pr.7,Prairie
621,2014,2,20,0.542,Pr.3,Prairie
622,2014,2,20,0.559,Pr.7,Prairie
623,2014,3,20,2.192625,Pr.3,Prairie
624,2014,3,20,2.878375,Pr.7,Prairie
625,2014,1,21,-1.208333333,Pr.2,Prairie
626,2014,1,21,-0.568791667,Pr.3,Prairie
627,2014,1,21,-0.770833333,Pr.5,Prairie
628,2014,1,21,-0.363125,Pr.7,Prairie
629,2013,12,21,-0.916666667,Pr.2,Prairie
630,2013,12,21,-0.275375,Pr.3,Prairie
631,2013,12,21,-0.729166667,Pr.5,Prairie
632,2013,12,21,-0.279333333,Pr.7,Prairie
633,2014,2,21,0.542,Pr.3,Prairie
634,2014,2,21,0.014083333,Pr.7,Prairie
635,2014,3,21,3.385,Pr.3,Prairie
636,2014,3,21,2.815041667,Pr.7,Prairie
637,2014,1,22,-1.229166667,Pr.2,Prairie
638,2014,1,22,-0.862208333,Pr.3,Prairie
639,2014,1,22,-0.875,Pr.5,Prairie
640,2014,1,22,-0.698,Pr.7,Prairie
641,2013,12,22,-0.708333333,Pr.2,Prairie
642,2013,12,22,-0.044833333,Pr.3,Prairie
643,2013,12,22,-0.375,Pr.5,Prairie
644,2013,12,22,-0.132625,Pr.7,Prairie
645,2014,2,22,0.101875,Pr.3,Prairie
646,2014,2,22,-0.258333333,Pr.7,Prairie
647,2014,3,22,1.420583333,Pr.3,Prairie
648,2014,3,22,1.917333333,Pr.7,Prairie
649,2014,1,23,-1.645833333,Pr.2,Prairie
650,2014,1,23,-1.47,Pr.3,Prairie
651,2014,1,23,-1.3125,Pr.5,Prairie
652,2014,1,23,-0.886416667,Pr.7,Prairie
653,2013,12,23,-0.5625,Pr.2,Prairie
654,2013,12,23,-0.128666667,Pr.3,Prairie
655,2013,12,23,-0.5625,Pr.5,Prairie
656,2013,12,23,-0.174541667,Pr.7,Prairie
657,2014,2,23,-0.505916667,Pr.3,Prairie
658,2014,2,23,-0.781666667,Pr.7,Prairie
659,2014,3,23,-2.229041667,Pr.3,Prairie
660,2014,3,23,-1.289041667,Pr.7,Prairie
661,2014,1,24,-1.479166667,Pr.2,Prairie
662,2014,1,24,-1.134666667,Pr.3,Prairie
663,2014,1,24,-1.145833333,Pr.5,Prairie
664,2014,1,24,-0.886541667,Pr.7,Prairie
665,2013,12,24,-1.229166667,Pr.2,Prairie
666,2013,12,24,-1.176583333,Pr.3,Prairie
667,2013,12,24,-1.25,Pr.5,Prairie
668,2013,12,24,-1.011875,Pr.7,Prairie
669,2014,2,24,-0.58975,Pr.3,Prairie
670,2014,2,24,-0.823791667,Pr.7,Prairie
671,2014,3,24,0.097375,Pr.3,Prairie
672,2014,3,24,0.470416667,Pr.7,Prairie
673,2014,1,25,-1.25,Pr.2,Prairie
674,2014,1,25,-0.757416667,Pr.3,Prairie
675,2014,1,25,-0.875,Pr.5,Prairie
676,2014,1,25,-0.383958333,Pr.7,Prairie
677,2013,12,25,-0.833333333,Pr.2,Prairie
678,2013,12,25,-0.233458333,Pr.3,Prairie
679,2013,12,25,-0.75,Pr.5,Prairie
680,2013,12,25,-0.363041667,Pr.7,Prairie
681,2014,2,25,-1.029875,Pr.3,Prairie
682,2014,2,25,-1.012125,Pr.7,Prairie
683,2014,3,25,-2.772416667,Pr.3,Prairie
684,2014,3,25,-1.5185,Pr.7,Prairie
685,2014,1,26,-1.020833333,Pr.2,Prairie
686,2014,1,26,-0.610708333,Pr.3,Prairie
687,2014,1,26,-0.833333333,Pr.5,Prairie
688,2014,1,26,-0.383875,Pr.7,Prairie
689,2013,12,26,-0.625,Pr.2,Prairie
690,2013,12,26,-0.044833333,Pr.3,Prairie
691,2013,12,26,-0.395833333,Pr.5,Prairie
692,2013,12,26,-0.1955,Pr.7,Prairie
693,2014,2,26,-1.449041667,Pr.3,Prairie
694,2014,2,26,-2.730458333,Pr.7,Prairie
695,2014,3,26,-0.176375,Pr.3,Prairie
696,2014,3,26,-0.36775,Pr.7,Prairie
697,2014,1,27,-1.1875,Pr.2,Prairie
698,2014,1,27,-0.568791667,Pr.3,Prairie
699,2014,1,27,-0.895833333,Pr.5,Prairie
700,2014,1,27,-0.258375,Pr.7,Prairie
701,2013,12,27,-0.583333333,Pr.2,Prairie
702,2013,12,27,-0.023875,Pr.3,Prairie
703,2013,12,27,-0.3125,Pr.5,Prairie
704,2013,12,27,-0.132625,Pr.7,Prairie
705,2014,2,27,-2.68625,Pr.3,Prairie
706,2014,2,27,-2.416083333,Pr.7,Prairie
707,2014,3,27,3.307541667,Pr.3,Prairie
708,2014,3,27,3.028958333,Pr.7,Prairie
709,2014,1,28,-1.625,Pr.2,Prairie
710,2014,1,28,-1.09275,Pr.3,Prairie
711,2014,1,28,-1.020833333,Pr.5,Prairie
712,2014,1,28,-0.551583333,Pr.7,Prairie
713,2013,12,28,-0.5,Pr.2,Prairie
714,2013,12,28,0.269541667,Pr.3,Prairie
715,2013,12,28,-0.125,Pr.5,Prairie
716,2013,12,28,0.056,Pr.7,Prairie
717,2014,2,28,-3.001375,Pr.3,Prairie
718,2014,2,28,-3.401125,Pr.7,Prairie
719,2014,3,28,2.476,Pr.3,Prairie
720,2014,3,28,2.568384615,Pr.7,Prairie
721,2014,1,29,-1.604166667,Pr.2,Prairie
722,2014,1,29,-0.778375,Pr.3,Prairie
723,2014,1,29,-0.854166667,Pr.5,Prairie
724,2014,1,29,-0.509666667,Pr.7,Prairie
725,2013,12,29,-0.708333333,Pr.2,Prairie
726,2013,12,29,-0.526875,Pr.3,Prairie
727,2013,12,29,-0.541666667,Pr.5,Prairie
728,2013,12,29,-0.111583333,Pr.7,Prairie
729,2014,1,3,-1.229166667,Pr.2,Prairie
730,2014,1,3,-2.224833333,Pr.3,Prairie
731,2014,1,3,-1.520833333,Pr.5,Prairie
732,2014,1,3,-1.15875,Pr.7,Prairie
733,2013,12,3,0.541666667,Pr.2,Prairie
734,2013,12,3,1.862208333,Pr.3,Prairie
735,2013,12,3,1.3125,Pr.5,Prairie
736,2013,12,3,1.459125,Pr.7,Prairie
737,2014,2,3,-0.673583333,Pr.3,Prairie
738,2014,2,3,-0.677083333,Pr.7,Prairie
739,2014,3,3,-0.84125,Pr.3,Prairie
740,2014,3,3,-3.485041667,Pr.7,Prairie
741,2014,1,30,-0.9375,Pr.2,Prairie
742,2014,1,30,-0.2125,Pr.3,Prairie
743,2014,1,30,-0.5,Pr.5,Prairie
744,2014,1,30,-0.216458333,Pr.7,Prairie
745,2013,12,30,-2.291666667,Pr.2,Prairie
746,2013,12,30,-3.210625,Pr.3,Prairie
747,2013,12,30,-2.395833333,Pr.5,Prairie
748,2013,12,30,-1.640625,Pr.7,Prairie
749,2014,1,31,-0.791666667,Pr.2,Prairie
750,2014,1,31,-0.170583333,Pr.3,Prairie
751,2014,1,31,-0.458333333,Pr.5,Prairie
752,2014,1,31,-0.1955,Pr.7,Prairie
753,2013,12,31,-1.5625,Pr.2,Prairie
754,2013,12,31,-2.371666667,Pr.3,Prairie
755,2013,12,31,-1.958333333,Pr.5,Prairie
756,2013,12,31,-1.661583333,Pr.7,Prairie
757,2014,1,4,-0.770833333,Pr.2,Prairie
758,2014,1,4,-0.484958333,Pr.3,Prairie
759,2014,1,4,-0.5625,Pr.5,Prairie
760,2014,1,4,-0.216458333,Pr.7,Prairie
761,2013,12,4,2.208333333,Pr.2,Prairie
762,2013,12,4,3.642375,Pr.3,Prairie
763,2013,12,4,3.625,Pr.5,Prairie
764,2013,12,4,3.238208333,Pr.7,Prairie
765,2014,2,4,-0.7155,Pr.3,Prairie
766,2014,2,4,-0.384041667,Pr.7,Prairie
767,2014,3,4,-0.2125,Pr.3,Prairie
768,2014,3,4,-2.059791667,Pr.7,Prairie
769,2014,1,5,-1.6875,Pr.2,Prairie
770,2014,1,5,-2.854083333,Pr.3,Prairie
771,2014,1,5,-1.083333333,Pr.5,Prairie
772,2014,1,5,-0.739916667,Pr.7,Prairie
773,2013,12,5,-2.041666667,Pr.2,Prairie
774,2013,12,5,-2.938916667,Pr.3,Prairie
775,2013,12,5,-3.041666667,Pr.5,Prairie
776,2013,12,5,-2.793791667,Pr.7,Prairie
777,2014,2,5,-0.128666667,Pr.3,Prairie
778,2014,2,5,0.056,Pr.7,Prairie
779,2014,3,5,0.039,Pr.3,Prairie
780,2014,3,5,-0.739833333,Pr.7,Prairie
781,2014,1,6,-3,Pr.2,Prairie
782,2014,1,6,-6.084958333,Pr.3,Prairie
783,2014,1,6,-2.604166667,Pr.5,Prairie
784,2014,1,6,-2.038833333,Pr.7,Prairie
785,2013,12,6,-4.5,Pr.2,Prairie
786,2013,12,6,-6.967458333,Pr.3,Prairie
787,2013,12,6,-7.104166667,Pr.5,Prairie
788,2013,12,6,-6.630375,Pr.7,Prairie
789,2014,2,6,-0.799333333,Pr.3,Prairie
790,2014,2,6,-0.677083333,Pr.7,Prairie
791,2014,3,6,0.039,Pr.3,Prairie
792,2014,3,6,-2.038833333,Pr.7,Prairie
793,2014,1,7,-2.479166667,Pr.2,Prairie
794,2014,1,7,-4.553125,Pr.3,Prairie
795,2014,1,7,-2.541666667,Pr.5,Prairie
796,2014,1,7,-2.122666667,Pr.7,Prairie
797,2013,12,7,-5.791666667,Pr.2,Prairie
798,2013,12,7,-8.605916667,Pr.3,Prairie
799,2013,12,7,-8.708333333,Pr.5,Prairie
800,2013,12,7,-8.057125,Pr.7,Prairie
801,2014,2,7,-1.197541667,Pr.3,Prairie
802,2014,2,7,-0.990916667,Pr.7,Prairie
803,2014,3,7,0.248583333,Pr.3,Prairie
804,2014,3,7,-0.907666667,Pr.7,Prairie
805,2014,1,8,-2.083333333,Pr.2,Prairie
806,2014,1,8,-4.762916667,Pr.3,Prairie
807,2014,1,8,-2.208333333,Pr.5,Prairie
808,2014,1,8,-1.955,Pr.7,Prairie
809,2013,12,8,-3.375,Pr.2,Prairie
810,2013,12,8,-3.9875,Pr.3,Prairie
811,2013,12,8,-3.916666667,Pr.5,Prairie
812,2013,12,8,-3.778833333,Pr.7,Prairie
813,2014,2,8,-1.134666667,Pr.3,Prairie
814,2014,2,8,-0.907333333,Pr.7,Prairie
815,2014,3,8,0.458166667,Pr.3,Prairie
816,2014,3,8,0.056083333,Pr.7,Prairie
817,2014,1,9,-2.5,Pr.2,Prairie
818,2014,1,9,-4.09225,Pr.3,Prairie
819,2014,1,9,-2.125,Pr.5,Prairie
820,2014,1,9,-1.787333333,Pr.7,Prairie
821,2013,12,9,-1.458333333,Pr.2,Prairie
822,2013,12,9,-1.763708333,Pr.3,Prairie
823,2013,12,9,-1.916666667,Pr.5,Prairie
824,2013,12,9,-1.033083333,Pr.7,Prairie
825,2014,2,9,-0.401125,Pr.3,Prairie
826,2014,2,9,-0.698041667,Pr.7,Prairie
827,2014,3,9,-0.048478261,Pr.3,Prairie
828,2014,3,9,-0.555913043,Pr.7,Prairie
829,2014,1,1,-2.270833333,De.1,Deciduous
830,2014,1,1,-2.25,De.2,Deciduous
831,2014,1,1,-1.5,De.4,Deciduous
832,2014,1,1,-1.24775,De.5,Deciduous
833,2014,2,1,-1.666666667,De.1,Deciduous
834,2014,2,1,-1.604166667,De.2,Deciduous
835,2014,2,1,-1,De.4,Deciduous
836,2014,2,1,-0.766666667,De.5,Deciduous
837,2014,3,1,-0.934,De.5,Deciduous
838,2014,1,10,-1.0625,De.1,Deciduous
839,2014,1,10,-0.9375,De.2,Deciduous
840,2014,1,10,-0.6875,De.4,Deciduous
841,2014,1,10,-0.536583333,De.5,Deciduous
842,2013,12,10,-3.75,De.1,Deciduous
843,2013,12,10,-4.5,De.2,Deciduous
844,2013,12,10,-3.083333333,De.4,Deciduous
845,2013,12,10,-2.37825,De.5,Deciduous
846,2014,2,10,-0.934,De.5,Deciduous
847,2014,3,10,0.07,De.5,Deciduous
848,2014,1,11,0,De.1,Deciduous
849,2014,1,11,0,De.2,Deciduous
850,2014,1,11,0,De.4,Deciduous
851,2014,1,11,0.07,De.5,Deciduous
852,2013,12,11,-3.9375,De.1,Deciduous
853,2013,12,11,-5.125,De.2,Deciduous
854,2013,12,11,-3.25,De.4,Deciduous
855,2013,12,11,-2.650458333,De.5,Deciduous
856,2014,2,11,-1.37325,De.5,Deciduous
857,2014,3,11,0.07,De.5,Deciduous
858,2014,1,12,-0.166666667,De.1,Deciduous
859,2014,1,12,-0.166666667,De.2,Deciduous
860,2014,1,12,0,De.4,Deciduous
861,2014,1,12,0.07,De.5,Deciduous
862,2013,12,12,-4.333333333,De.1,Deciduous
863,2013,12,12,-5.270833333,De.2,Deciduous
864,2013,12,12,-3.458333333,De.4,Deciduous
865,2013,12,12,-2.83875,De.5,Deciduous
866,2014,2,12,-1.24775,De.5,Deciduous
867,2014,3,12,0.07,De.5,Deciduous
868,2014,1,13,0,De.1,Deciduous
869,2014,1,13,0,De.2,Deciduous
870,2014,1,13,0,De.4,Deciduous
871,2014,1,13,0.07,De.5,Deciduous
872,2013,12,13,-3.041666667,De.1,Deciduous
873,2013,12,13,-3.270833333,De.2,Deciduous
874,2013,12,13,-2.25,De.4,Deciduous
875,2013,12,13,-1.917708333,De.5,Deciduous
876,2014,2,13,-0.829416667,De.5,Deciduous
877,2014,3,13,0.07,De.5,Deciduous
878,2014,1,14,-0.229166667,De.1,Deciduous
879,2014,1,14,-0.145833333,De.2,Deciduous
880,2014,1,14,0,De.4,Deciduous
881,2014,1,14,0.07,De.5,Deciduous
882,2013,12,14,-2.583333333,De.1,Deciduous
883,2013,12,14,-2.5625,De.2,Deciduous
884,2013,12,14,-1.770833333,De.4,Deciduous
885,2013,12,14,-1.541041667,De.5,Deciduous
886,2014,2,14,-0.578416667,De.5,Deciduous
887,2014,3,14,0.07,De.5,Deciduous
888,2014,1,15,-1.041666667,De.1,Deciduous
889,2014,1,15,-1.3125,De.2,Deciduous
890,2014,1,15,-0.458333333,De.4,Deciduous
891,2014,1,15,-0.327416667,De.5,Deciduous
892,2013,12,15,-4.208333333,De.1,Deciduous
893,2013,12,15,-4.916666667,De.2,Deciduous
894,2013,12,15,-3.0625,De.4,Deciduous
895,2013,12,15,-2.503833333,De.5,Deciduous
896,2014,2,15,-0.913083333,De.5,Deciduous
897,2014,3,15,0.07,De.5,Deciduous
898,2014,1,16,-1,De.1,Deciduous
899,2014,1,16,-1.0625,De.2,Deciduous
900,2014,1,16,-0.625,De.4,Deciduous
901,2014,1,16,-0.327416667,De.5,Deciduous
902,2013,12,16,-4.916666667,De.1,Deciduous
903,2013,12,16,-5.625,De.2,Deciduous
904,2013,12,16,-3.604166667,De.4,Deciduous
905,2013,12,16,-2.985458333,De.5,Deciduous
906,2014,2,16,-0.850333333,De.5,Deciduous
907,2014,3,16,0.07,De.5,Deciduous
908,2014,1,17,-1.25,De.1,Deciduous
909,2014,1,17,-1.541666667,De.2,Deciduous
910,2014,1,17,-0.958333333,De.4,Deciduous
911,2014,1,17,-0.599333333,De.5,Deciduous
912,2013,12,17,-1.645833333,De.1,Deciduous
913,2013,12,17,-1.625,De.2,Deciduous
914,2013,12,17,-1.208333333,De.4,Deciduous
915,2013,12,17,-1.01775,De.5,Deciduous
916,2014,2,17,-0.703916667,De.5,Deciduous
917,2014,3,17,-0.11825,De.5,Deciduous
918,2014,1,18,-1.666666667,De.1,Deciduous
919,2014,1,18,-1.854166667,De.2,Deciduous
920,2014,1,18,-1.1875,De.4,Deciduous
921,2014,1,18,-0.87125,De.5,Deciduous
922,2013,12,18,-1.875,De.1,Deciduous
923,2013,12,18,-2.145833333,De.2,Deciduous
924,2013,12,18,-1.333333333,De.4,Deciduous
925,2013,12,18,-1.164333333,De.5,Deciduous
926,2014,2,18,-0.24375,De.5,Deciduous
927,2014,3,18,0.00725,De.5,Deciduous
928,2014,1,19,-1.145833333,De.1,Deciduous
929,2014,1,19,-1.458333333,De.2,Deciduous
930,2014,1,19,-0.791666667,De.4,Deciduous
931,2014,1,19,-0.703916667,De.5,Deciduous
932,2013,12,19,-1.104166667,De.1,Deciduous
933,2013,12,19,-1.145833333,De.2,Deciduous
934,2013,12,19,-0.729166667,De.4,Deciduous
935,2013,12,19,-0.641166667,De.5,Deciduous
936,2014,2,19,0.07,De.5,Deciduous
937,2014,3,19,0.07,De.5,Deciduous
938,2014,1,2,-1.979166667,De.1,Deciduous
939,2014,1,2,-1.979166667,De.2,Deciduous
940,2014,1,2,-1.4375,De.4,Deciduous
941,2014,1,2,-0.99675,De.5,Deciduous
942,2013,12,2,1.375,De.1,Deciduous
943,2013,12,2,1.041666667,De.2,Deciduous
944,2013,12,2,0.708333333,De.4,Deciduous
945,2013,12,2,0.656,De.5,Deciduous
946,2014,2,2,-1.5,De.1,Deciduous
947,2014,2,2,-0.49475,De.5,Deciduous
948,2014,3,2,-0.934,De.5,Deciduous
949,2014,1,20,-0.625,De.1,Deciduous
950,2014,1,20,-0.604166667,De.2,Deciduous
951,2014,1,20,-0.541666667,De.4,Deciduous
952,2014,1,20,-0.432,De.5,Deciduous
953,2013,12,20,-1.625,De.1,Deciduous
954,2013,12,20,-1.6875,De.2,Deciduous
955,2013,12,20,-1,De.4,Deciduous
956,2013,12,20,-0.913083333,De.5,Deciduous
957,2014,2,20,0.07,De.5,Deciduous
958,2014,3,20,0.07,De.5,Deciduous
959,2014,1,21,-1.854166667,De.1,Deciduous
960,2014,1,21,-2.125,De.2,Deciduous
961,2014,1,21,-1.520833333,De.4,Deciduous
962,2014,1,21,-0.954916667,De.5,Deciduous
963,2013,12,21,-1.270833333,De.1,Deciduous
964,2013,12,21,-1.333333333,De.2,Deciduous
965,2013,12,21,-0.8125,De.4,Deciduous
966,2013,12,21,-0.766666667,De.5,Deciduous
967,2014,2,21,0.07,De.5,Deciduous
968,2014,3,21,0.07,De.5,Deciduous
969,2014,1,22,-2.145833333,De.1,Deciduous
970,2014,1,22,-2.541666667,De.2,Deciduous
971,2014,1,22,-1.729166667,De.4,Deciduous
972,2014,1,22,-1.226833333,De.5,Deciduous
973,2013,12,22,-0.916666667,De.1,Deciduous
974,2013,12,22,-0.854166667,De.2,Deciduous
975,2013,12,22,-0.604166667,De.4,Deciduous
976,2013,12,22,-0.536583333,De.5,Deciduous
977,2014,2,22,0.07,De.5,Deciduous
978,2014,3,22,0.049083333,De.5,Deciduous
979,2014,1,23,-2.479166667,De.1,Deciduous
980,2014,1,23,-2.958333333,De.2,Deciduous
981,2014,1,23,-2.208333333,De.4,Deciduous
982,2014,1,23,-1.436,De.5,Deciduous
983,2013,12,23,-1.229166667,De.1,Deciduous
984,2013,12,23,-1.3125,De.2,Deciduous
985,2013,12,23,-0.729166667,De.4,Deciduous
986,2013,12,23,-0.599333333,De.5,Deciduous
987,2014,2,23,-0.3065,De.5,Deciduous
988,2014,3,23,-0.327416667,De.5,Deciduous
989,2014,1,24,-2.375,De.1,Deciduous
990,2014,1,24,-2.875,De.2,Deciduous
991,2014,1,24,-2.020833333,De.4,Deciduous
992,2014,1,24,-1.499208333,De.5,Deciduous
993,2013,12,24,-2.541666667,De.1,Deciduous
994,2013,12,24,-2.833333333,De.2,Deciduous
995,2013,12,24,-1.708333333,De.4,Deciduous
996,2013,12,24,-1.477916667,De.5,Deciduous
997,2014,2,24,-0.432,De.5,Deciduous
998,2014,3,24,-0.264625,De.5,Deciduous
999,2014,1,25,-1.395833333,De.1,Deciduous
1000,2014,1,25,-1.520833333,De.2,Deciduous
1001,2014,1,25,-1.270833333,De.4,Deciduous
1002,2014,1,25,-0.787583333,De.5,Deciduous
1003,2013,12,25,-1.458333333,De.1,Deciduous
1004,2013,12,25,-1.583333333,De.2,Deciduous
1005,2013,12,25,-1.020833333,De.4,Deciduous
1006,2013,12,25,-0.829416667,De.5,Deciduous
1007,2014,2,25,-0.452916667,De.5,Deciduous
1008,2014,3,25,-0.662083333,De.5,Deciduous
1009,2014,1,26,-1.6875,De.1,Deciduous
1010,2014,1,26,-1.958333333,De.2,Deciduous
1011,2014,1,26,-1.458333333,De.4,Deciduous
1012,2014,1,26,-1.017666667,De.5,Deciduous
1013,2013,12,26,-1.145833333,De.1,Deciduous
1014,2013,12,26,-1.145833333,De.2,Deciduous
1015,2013,12,26,-0.666666667,De.4,Deciduous
1016,2013,12,26,-0.578416667,De.5,Deciduous
1017,2014,2,26,-0.99675,De.5,Deciduous
1018,2014,3,26,-0.892458333,De.5,Deciduous
1019,2014,1,27,-1.708333333,De.1,Deciduous
1020,2014,1,27,-1.625,De.2,Deciduous
1021,2014,1,27,-1.333333333,De.4,Deciduous
1022,2014,1,27,-0.87125,De.5,Deciduous
1023,2013,12,27,-0.854166667,De.1,Deciduous
1024,2013,12,27,-0.9375,De.2,Deciduous
1025,2013,12,27,-0.5,De.4,Deciduous
1026,2013,12,27,-0.432,De.5,Deciduous
1027,2014,2,27,-1.0595,De.5,Deciduous
1028,2014,3,27,0.300083333,De.5,Deciduous
1029,2014,1,28,-2.4375,De.1,Deciduous
1030,2014,1,28,-2.5625,De.2,Deciduous
1031,2014,1,28,-1.916666667,De.4,Deciduous
1032,2014,1,28,-1.415083333,De.5,Deciduous
1033,2013,12,28,-0.520833333,De.1,Deciduous
1034,2013,12,28,-0.416666667,De.2,Deciduous
1035,2013,12,28,-0.291666667,De.4,Deciduous
1036,2013,12,28,-0.24375,De.5,Deciduous
1037,2014,2,28,-1.3105,De.5,Deciduous
1038,2014,3,28,0.494923077,De.5,Deciduous
1039,2014,1,29,-2.291666667,De.1,Deciduous
1040,2014,1,29,-2.6875,De.2,Deciduous
1041,2014,1,29,-1.8125,De.4,Deciduous
1042,2014,1,29,-1.289583333,De.5,Deciduous
1043,2013,12,29,-0.8125,De.1,Deciduous
1044,2013,12,29,-0.833333333,De.2,Deciduous
1045,2013,12,29,-0.375,De.4,Deciduous
1046,2013,12,29,-0.390166667,De.5,Deciduous
1047,2014,1,3,-2.541666667,De.1,Deciduous
1048,2014,1,3,-2.875,De.2,Deciduous
1049,2014,1,3,-1.791666667,De.4,Deciduous
1050,2014,1,3,-1.561833333,De.5,Deciduous
1051,2013,12,3,1.395833333,De.1,Deciduous
1052,2013,12,3,1.520833333,De.2,Deciduous
1053,2013,12,3,1.395833333,De.4,Deciduous
1054,2013,12,3,1.032708333,De.5,Deciduous
1055,2014,2,3,-0.934,De.5,Deciduous
1056,2014,3,3,-0.934,De.5,Deciduous
1057,2014,1,30,-1.3125,De.1,Deciduous
1058,2014,1,30,-1.520833333,De.2,Deciduous
1059,2014,1,30,-1.083333333,De.4,Deciduous
1060,2014,1,30,-0.724833333,De.5,Deciduous
1061,2013,12,30,-3.375,De.1,Deciduous
1062,2013,12,30,-4,De.2,Deciduous
1063,2013,12,30,-2.5625,De.4,Deciduous
1064,2013,12,30,-2.001625,De.5,Deciduous
1065,2014,1,31,-1.375,De.1,Deciduous
1066,2014,1,31,-1.375,De.2,Deciduous
1067,2014,1,31,-0.958333333,De.4,Deciduous
1068,2014,1,31,-0.62025,De.5,Deciduous
1069,2013,12,31,-3.104166667,De.1,Deciduous
1070,2013,12,31,-3.541666667,De.2,Deciduous
1071,2013,12,31,-2.291666667,De.4,Deciduous
1072,2013,12,31,-1.771333333,De.5,Deciduous
1073,2014,1,4,-1.291666667,De.1,Deciduous
1074,2014,1,4,-1.291666667,De.2,Deciduous
1075,2014,1,4,-0.916666667,De.4,Deciduous
1076,2014,1,4,-0.683,De.5,Deciduous
1077,2013,12,4,3.645833333,De.1,Deciduous
1078,2013,12,4,3.875,De.2,Deciduous
1079,2013,12,4,3.666666667,De.4,Deciduous
1080,2013,12,4,3.312458333,De.5,Deciduous
1081,2014,2,4,-0.934,De.5,Deciduous
1082,2014,3,4,-0.787583333,De.5,Deciduous
1083,2014,1,5,-1.875,De.1,Deciduous
